trade_id,client_id,instrument_id,ticker,trade_date,price,rolling_mean_20t,rolling_stddev_20t,z_score,is_anomaly
34556,19,3,BLUAG3,2026-03-03,170.522,164.0078,2.0255,3.216,1
39938,18,33,RIDPL0,2026-06-03,33.8697,28.8346,1.5658,3.216,1
26857,2,37,SILPL1,2025-09-26,16.663,15.918,0.2318,3.214,1
31598,10,14,WAVIN2,2026-01-06,592.9913,584.4011,2.6737,3.213,1
14596,10,12,IROAG7,2025-02-07,72.2097,74.273,0.6422,-3.213,1
30695,1,24,CYBMA0,2025-12-17,171.1627,182.3519,3.4834,-3.212,1
5258,17,36,ANCSA3,2024-09-17,195.2196,198.9966,1.1759,-3.212,1
33594,14,39,PIOIN4,2026-02-11,109.8321,106.8604,0.9256,3.211,1
20409,18,9,CYBPA2,2025-06-04,273.8174,280.1263,1.9679,-3.206,1
19830,9,6,CYBIN4,2025-05-20,405.6231,458.7285,16.5711,-3.205,1
6197,4,3,BLUAG3,2024-10-02,253.8853,212.4412,12.9429,3.202,1
17006,22,39,PIOIN4,2025-03-14,59.2831,63.1488,1.2074,-3.202,1
6095,11,20,ATLPA1,2024-09-30,64.0835,62.7145,0.4277,3.201,1
1478,2,21,VERCA7,2024-09-09,367.3148,361.98,1.6676,3.199,1
35336,25,31,NOVAG4,2026-03-19,110.3432,109.2346,0.3466,3.198,1
11844,13,9,CYBPA2,2025-01-14,270.463,277.3093,2.143,-3.195,1
40110,5,13,AMBPA6,2026-06-08,139.9593,128.0837,3.7183,3.194,1
10662,6,36,ANCSA3,2024-12-20,215.0661,208.1932,2.153,3.192,1
32459,24,18,MERGR5,2026-01-21,468.7321,478.8088,3.1576,-3.191,1
5903,9,10,HARIN3,2024-09-25,299.565,310.1202,3.3077,-3.191,1
14803,2,25,FALTE3,2025-02-12,40.5144,37.9728,0.7975,3.187,1
17733,8,35,REDHO9,2025-03-31,304.6221,282.3377,6.9931,3.187,1
23079,15,27,CEDCA1,2025-07-22,92.4434,90.4858,0.6143,3.187,1
16362,5,5,WAVPL9,2025-03-04,93.8059,97.6957,1.221,-3.186,1
17878,8,16,BLUSA5,2025-04-03,53.7881,55.0586,0.3992,-3.183,1
6724,6,35,REDHO9,2024-10-11,179.1315,188.3695,2.9032,-3.182,1
33476,18,22,ANCIN3,2026-02-09,239.8316,218.6002,6.6737,3.181,1
30062,4,13,AMBPA6,2025-12-01,138.9762,147.3333,2.628,-3.18,1
15034,19,5,WAVPL9,2025-02-17,107.4324,116.0003,2.6963,-3.178,1
30320,8,40,ZENCA1,2025-12-08,204.9576,183.5951,6.7271,3.176,1
8280,19,5,WAVPL9,2024-10-29,119.3826,117.5787,0.5683,3.174,1
16984,4,25,FALTE3,2025-03-13,50.8839,45.4346,1.7172,3.173,1
26852,13,18,MERGR5,2025-09-26,533.1992,524.5218,2.7345,3.173,1
36054,8,13,AMBPA6,2026-04-06,124.7978,120.4947,1.3564,3.172,1
24007,10,7,QUACA3,2025-08-28,625.3385,680.6374,17.4363,-3.171,1
23783,4,13,AMBPA6,2025-08-20,171.3258,164.1791,2.2539,3.171,1
31033,18,13,AMBPA6,2025-12-25,131.4427,137.8376,2.0174,-3.17,1
13593,10,1,AURHO3,2025-01-28,55.7158,51.4205,1.3555,3.169,1
26520,15,3,BLUAG3,2025-09-19,169.9799,173.1499,1.0005,-3.168,1
26835,8,21,VERCA7,2025-09-26,321.261,312.961,2.6198,3.168,1
29550,9,19,ORBTE0,2025-11-19,42.8214,50.912,2.5548,-3.167,1
5003,3,16,BLUSA5,2024-09-16,63.8413,62.7215,0.3537,3.166,1
22282,18,26,MERIN1,2025-07-07,404.6336,414.7399,3.1926,-3.165,1
15112,10,19,ORBTE0,2025-02-19,91.7469,73.9652,5.6177,3.165,1
37316,16,6,CYBIN4,2026-04-16,367.5804,361.0774,2.0562,3.163,1
40042,9,31,NOVAG4,2026-06-05,112.5771,111.4066,0.3701,3.163,1
3029,13,24,CYBMA0,2024-09-12,94.6915,96.0102,0.4171,-3.162,1
29454,22,22,ANCIN3,2025-11-18,218.288,181.3849,11.6853,3.158,1
13890,8,19,ORBTE0,2025-01-29,67.1368,69.592,0.7776,-3.157,1
4056,24,11,ORBAG4,2024-09-13,33.0491,34.3467,0.4111,-3.156,1
27477,24,32,DELIN7,2025-10-09,63.1379,75.4616,3.906,-3.155,1
7430,7,18,MERGR5,2024-10-23,314.0258,320.7491,2.1327,-3.153,1
22682,10,14,WAVIN2,2025-07-11,372.6305,354.862,5.6387,3.151,1
18909,22,23,SILIN3,2025-04-28,120.3559,117.2549,0.9845,3.15,1
39288,9,8,SILCA5,2026-05-18,62.0473,63.5566,0.4793,-3.149,1
41252,8,24,CYBMA0,2026-07-10,262.6407,229.5136,10.524,3.148,1
17617,7,12,IROAG7,2025-03-27,73.6079,76.4554,0.9047,-3.147,1
38223,20,15,SILIN4,2026-05-04,381.1391,367.4167,4.3605,3.147,1
32975,14,33,RIDPL0,2026-01-29,26.4486,25.5289,0.2923,3.146,1
8033,2,33,RIDPL0,2024-10-28,34.8474,33.795,0.3347,3.145,1
38074,8,8,SILCA5,2026-04-30,63.8505,64.6224,0.2455,-3.145,1
39457,8,7,QUACA3,2026-05-21,711.4922,609.1595,32.5662,3.142,1
20994,9,38,NORSA2,2025-06-19,353.7001,392.7421,12.4294,-3.141,1
5086,15,7,QUACA3,2024-09-16,386.4557,360.7518,8.1914,3.138,1
37588,8,21,VERCA7,2026-04-17,315.7183,310.5669,1.6419,3.138,1
38966,8,6,CYBIN4,2026-05-12,366.8646,380.7343,4.4227,-3.136,1
6848,18,8,SILCA5,2024-10-15,85.2391,83.893,0.4293,3.136,1
23516,10,12,IROAG7,2025-08-08,62.9835,60.9973,0.6337,3.134,1
10540,10,1,AURHO3,2024-12-18,50.0389,56.2323,1.9763,-3.134,1
31157,2,1,AURHO3,2025-12-29,45.5686,43.2402,0.7436,3.131,1
4109,22,2,QUACO1,2024-09-13,87.9319,86.4368,0.4777,3.129,1
9036,13,20,ATLPA1,2024-11-13,67.3732,65.0923,0.7289,3.129,1
28520,11,13,AMBPA6,2025-10-29,159.5736,170.6459,3.5383,-3.129,1
12866,9,6,CYBIN4,2025-01-23,462.9878,468.8903,1.8863,-3.129,1
30578,13,4,AMBPL4,2025-12-15,87.2328,84.2741,0.9456,3.129,1
27640,24,10,HARIN3,2025-10-13,430.7962,398.6893,10.2621,3.129,1
26704,23,6,CYBIN4,2025-09-24,390.3254,368.4256,7.0016,3.128,1
25974,18,23,SILIN3,2025-09-17,132.3232,128.0261,1.3742,3.127,1
32991,4,3,BLUAG3,2026-01-29,130.8014,117.3561,4.3026,3.125,1
22989,9,19,ORBTE0,2025-07-18,64.6107,51.3311,4.2502,3.124,1
34426,2,23,SILIN3,2026-02-27,209.0437,193.5349,4.964,3.124,1
17573,10,22,ANCIN3,2025-03-27,216.4157,228.8684,3.9865,-3.124,1
5531,10,39,PIOIN4,2024-09-18,177.3125,180.9837,1.1759,-3.122,1
22280,9,15,SILIN4,2025-07-07,355.7995,388.7292,10.5531,-3.12,1
8335,10,22,ANCIN3,2024-10-30,223.1247,231.3867,2.648,-3.12,1
2990,7,36,ANCSA3,2024-09-12,203.0201,205.4035,0.7645,-3.118,1
28401,10,37,SILPL1,2025-10-28,15.3796,14.6013,0.2497,3.117,1
16373,13,1,AURHO3,2025-03-04,41.355,42.0991,0.2388,-3.117,1
8349,7,40,ZENCA1,2024-10-30,286.4014,295.4442,2.9014,-3.117,1
35718,9,16,BLUSA5,2026-03-27,54.9086,53.4477,0.4688,3.116,1
5013,9,23,SILIN3,2024-09-16,91.1263,90.3371,0.2533,3.116,1
37671,24,3,BLUAG3,2026-04-21,188.4543,195.9686,2.4122,-3.115,1
18217,25,38,NORSA2,2025-04-10,522.5177,504.8892,5.661,3.114,1
37683,24,32,DELIN7,2026-04-21,58.2599,59.786,0.4902,-3.113,1
4046,18,7,QUACA3,2024-09-13,357.864,354.2112,1.1735,3.113,1
16750,23,13,AMBPA6,2025-03-10,143.9973,146.9209,0.9399,-3.11,1
21821,2,1,AURHO3,2025-07-01,40.2225,41.9361,0.551,-3.11,1
14444,21,13,AMBPA6,2025-02-05,150.3168,154.191,1.246,-3.109,1
16419,7,12,IROAG7,2025-03-04,78.3094,77.1253,0.3808,3.109,1
6362,18,10,HARIN3,2024-10-04,253.652,299.4399,14.7298,-3.109,1
22529,9,34,NORIN2,2025-07-09,26.6819,25.8357,0.2723,3.108,1
26757,9,15,SILIN4,2025-09-25,286.6378,299.4148,4.1112,-3.108,1
5994,5,6,CYBIN4,2024-09-27,275.8735,262.5032,4.3041,3.106,1
24531,18,6,CYBIN4,2025-09-09,381.3956,390.1651,2.8239,-3.105,1
19200,10,7,QUACA3,2025-05-05,447.814,522.004,23.8908,-3.105,1
24554,9,14,WAVIN2,2025-09-10,562.6893,472.1449,29.1731,3.104,1
8973,10,29,WAVIN1,2024-11-12,88.8215,86.9187,0.6132,3.103,1
27597,24,1,AURHO3,2025-10-10,39.5853,37.0351,0.8221,3.102,1
14350,6,20,ATLPA1,2025-02-04,71.3394,72.3342,0.321,-3.099,1
31981,4,24,CYBMA0,2026-01-13,192.9186,184.2687,2.7925,3.098,1
26299,24,12,IROAG7,2025-09-18,61.5774,60.7901,0.2541,3.098,1
5124,24,24,CYBMA0,2024-09-16,90.1571,93.4244,1.0548,-3.098,1
10861,7,22,ANCIN3,2024-12-25,212.5518,188.292,7.8325,3.097,1
34944,9,15,SILIN4,2026-03-11,353.5642,341.7512,3.8173,3.095,1
18694,18,37,SILPL1,2025-04-22,17.0577,14.1914,0.9266,3.093,1
12006,24,36,ANCSA3,2025-01-16,229.3056,211.0631,5.8978,3.093,1
23213,15,5,WAVPL9,2025-07-28,65.5595,60.7643,1.5504,3.093,1
10427,4,1,AURHO3,2024-12-16,53.2775,56.8543,1.1587,-3.087,1
23381,10,9,CYBPA2,2025-08-04,278.6696,286.8005,2.634,-3.087,1
39493,18,39,PIOIN4,2026-05-21,106.8861,101.6486,1.6971,3.086,1
15510,6,5,WAVPL9,2025-02-26,95.5482,112.8931,5.6209,-3.086,1
13571,9,2,QUACO1,2025-01-28,93.5551,95.6314,0.6738,-3.082,1
37614,4,6,CYBIN4,2026-04-20,385.2366,364.7296,6.6569,3.081,1
20373,10,35,REDHO9,2025-06-03,297.3061,334.8033,12.1734,-3.08,1
26862,3,15,SILIN4,2025-09-26,281.0473,298.6553,5.7173,-3.08,1
26717,8,5,WAVPL9,2025-09-24,69.2411,73.3692,1.3412,-3.078,1
39318,10,1,AURHO3,2026-05-19,29.2776,38.3449,2.9465,-3.077,1
27313,12,24,CYBMA0,2025-10-07,124.7302,103.4905,6.9025,3.077,1
3021,19,32,DELIN7,2024-09-12,48.1722,44.1581,1.3047,3.077,1
15425,10,14,WAVIN2,2025-02-25,309.3775,298.4122,3.5661,3.075,1
41095,9,9,CYBPA2,2026-07-06,291.1553,272.2245,6.1572,3.075,1
29222,18,23,SILIN3,2025-11-13,116.108,124.5209,2.737,-3.074,1
23377,5,36,ANCSA3,2025-08-04,85.9845,98.7177,4.1474,-3.07,1
22549,17,13,AMBPA6,2025-07-10,136.8032,145.5009,2.8341,-3.069,1
19725,9,6,CYBIN4,2025-05-16,432.3025,463.0254,10.0122,-3.069,1
2013,8,22,ANCIN3,2024-09-11,207.1809,215.8551,2.8271,-3.068,1
31113,18,39,PIOIN4,2025-12-26,96.6637,90.0466,2.1572,3.067,1
23407,9,39,PIOIN4,2025-08-05,66.5611,61.5991,1.6178,3.067,1
23083,20,6,CYBIN4,2025-07-23,429.7795,468.2179,12.5331,-3.067,1
39384,15,15,SILIN4,2026-05-20,366.5955,392.61,8.4863,-3.065,1
41085,23,21,VERCA7,2026-07-03,313.2263,306.406,2.2251,3.065,1
5063,4,14,WAVIN2,2024-09-16,234.9441,231.2852,1.1943,3.064,1
9901,18,21,VERCA7,2024-12-02,388.9639,379.7329,3.0146,3.062,1
2494,18,6,CYBIN4,2024-09-11,263.0319,261.3129,0.5614,3.062,1
35652,3,9,CYBPA2,2026-03-26,284.5278,291.7121,2.3479,-3.06,1
35928,8,32,DELIN7,2026-04-02,59.1198,55.1528,1.2973,3.058,1
8492,12,30,WAVHO2,2024-11-01,98.8693,97.0944,0.5807,3.057,1
37725,18,32,DELIN7,2026-04-22,56.6506,59.4603,0.9193,-3.056,1
39803,2,6,CYBIN4,2026-05-29,408.3572,376.6796,10.3661,3.056,1
6738,10,24,CYBMA0,2024-10-11,76.7983,80.5496,1.2277,-3.055,1
41878,9,6,CYBIN4,2026-08-04,413.7399,390.8043,7.5067,3.055,1
18789,10,21,VERCA7,2025-04-24,359.2181,337.7717,7.0201,3.055,1
5032,4,21,VERCA7,2024-09-16,350.3038,358.6447,2.7303,-3.055,1
1954,24,23,SILIN3,2024-09-11,94.3038,93.3001,0.3287,3.053,1
16880,4,33,RIDPL0,2025-03-12,26.38,28.2602,0.616,-3.052,1
16029,7,20,ATLPA1,2025-02-28,77.6754,74.0926,1.1752,3.049,1
34510,20,2,QUACO1,2026-03-02,115.4896,108.0407,2.447,3.044,1
13098,20,34,NORIN2,2025-01-24,31.4643,33.2934,0.6009,-3.044,1
16375,24,23,SILIN3,2025-03-04,116.7319,113.8676,0.9412,3.043,1
31404,11,30,WAVHO2,2026-01-02,100.9216,102.0048,0.3559,-3.043,1
26620,13,39,PIOIN4,2025-09-23,66.9377,71.3129,1.4383,-3.042,1
17339,19,2,QUACO1,2025-03-21,94.7684,96.6508,0.6189,-3.042,1
37759,4,33,RIDPL0,2026-04-22,26.7399,28.1694,0.47,-3.042,1
10619,13,9,CYBPA2,2024-12-19,286.587,263.6389,7.5457,3.041,1
21928,9,32,DELIN7,2025-07-02,82.3364,64.5258,5.8565,3.041,1
25457,8,35,REDHO9,2025-09-15,210.7895,215.7939,1.6457,-3.041,1
4072,5,26,MERIN1,2024-09-13,227.3225,224.9898,0.7671,3.041,1
5670,15,27,CEDCA1,2024-09-20,88.0317,86.8524,0.3878,3.041,1
22947,13,4,AMBPL4,2025-07-17,76.2703,78.231,0.6452,-3.039,1
22550,25,23,SILIN3,2025-07-10,120.3828,123.6779,1.0846,-3.038,1
15934,9,37,SILPL1,2025-02-27,17.9102,17.3288,0.1914,3.038,1
41944,24,40,ZENCA1,2026-08-06,169.4295,179.7097,3.3895,-3.033,1
5047,8,34,NORIN2,2024-09-16,32.6612,33.843,0.3897,-3.033,1
33783,19,18,MERGR5,2026-02-13,475.8597,457.0981,6.1875,3.032,1
3104,23,34,NORIN2,2024-09-12,33.9467,35.7312,0.5886,-3.032,1
10569,10,9,CYBPA2,2024-12-18,279.0241,262.1145,5.579,3.031,1
32845,5,26,MERIN1,2026-01-27,715.0442,668.4063,15.3895,3.03,1
5005,4,12,IROAG7,2024-09-16,80.9157,82.0765,0.3833,-3.028,1
3161,7,10,HARIN3,2024-09-12,307.1427,273.6893,11.0565,3.026,1
22308,13,9,CYBPA2,2025-07-08,291.7519,285.9636,1.9132,3.025,1
23487,1,14,WAVIN2,2025-08-07,431.9885,365.2594,22.0652,3.024,1
8348,5,21,VERCA7,2024-10-30,366.6584,361.9389,1.5608,3.024,1
10063,10,39,PIOIN4,2024-12-05,113.2351,122.7321,3.1408,-3.024,1
30924,2,21,VERCA7,2025-12-23,351.4306,336.651,4.8887,3.023,1
27537,12,6,CYBIN4,2025-10-10,381.494,389.6236,2.6893,-3.023,1
37855,10,28,BLUTE2,2026-04-24,113.7411,115.8872,0.71,-3.022,1
3922,12,18,MERGR5,2024-09-12,307.2166,309.8259,0.8634,-3.022,1
14460,9,38,NORSA2,2025-02-05,543.9811,519.775,8.0108,3.022,1
1182,9,14,WAVIN2,2024-09-06,223.7261,205.4369,6.0604,3.018,1
36855,24,23,SILIN3,2026-04-14,163.6474,166.6762,1.0055,-3.012,1
20919,24,1,AURHO3,2025-06-18,43.4621,41.2773,0.7253,3.012,1
5068,4,19,ORBTE0,2024-09-16,52.8858,55.6597,0.921,-3.012,1
36697,1,28,BLUTE2,2026-04-13,116.2918,117.768,0.4902,-3.011,1
1797,17,3,BLUAG3,2024-09-10,178.6385,160.1291,6.1489,3.01,1
9833,24,6,CYBIN4,2024-11-29,411.495,372.663,12.9031,3.01,1
29561,9,16,BLUSA5,2025-11-20,53.756,51.1967,0.8504,3.009,1
37628,20,38,NORSA2,2026-04-20,240.715,250.2089,3.156,-3.008,1
40545,10,7,QUACA3,2026-06-18,588.3554,712.7371,41.3474,-3.008,1
5038,18,25,FALTE3,2024-09-16,216.6579,189.3374,9.0824,3.008,1
818,4,13,AMBPA6,2024-09-04,132.562,126.1021,2.1477,3.008,1
5506,6,15,SILIN4,2024-09-18,330.5189,318.9575,3.8437,3.008,1
2005,9,19,ORBTE0,2024-09-11,52.2333,57.4827,1.7452,-3.008,1
22216,15,15,SILIN4,2025-07-04,368.3418,390.6787,7.4287,-3.007,1
5980,24,34,NORIN2,2024-09-26,36.1725,31.3997,1.5877,3.006,1
17319,25,7,QUACA3,2025-03-21,556.643,510.6679,15.3018,3.005,1
19010,1,2,QUACO1,2025-04-30,95.8706,92.8876,0.9929,3.004,1
26648,14,6,CYBIN4,2025-09-23,382.1627,367.4076,4.9118,3.004,1
20584,4,23,SILIN3,2025-06-09,121.8387,116.6886,1.7147,3.004,1
14921,25,32,DELIN7,2025-02-14,46.312,41.9794,1.4426,3.003,1
20073,14,16,BLUSA5,2025-05-27,52.9443,54.9674,0.6738,-3.002,1
1669,4,20,ATLPA1,2024-09-10,60.2538,57.8618,0.7967,3.002,1
9446,18,24,CYBMA0,2024-11-21,73.4407,70.019,1.1404,3.001,1
22938,9,32,DELIN7,2025-07-17,112.2946,81.1077,10.3937,3.001,1
