trade_id,client_id,instrument_id,trade_date,side,raw_quantity,adjustment_factor,adjusted_quantity,running_adjusted_position
28245,3,17,2025-10-23,BUY,15.0,1.0,15.0,42.0
30871,3,17,2025-12-22,BUY,23.0,1.0,23.0,65.0
32233,3,17,2026-01-16,SELL,22.0,1.0,22.0,43.0
33063,3,17,2026-01-30,SELL,43.0,1.0,43.0,0.0
39831,3,17,2026-06-01,BUY,42.0,1.0,42.0,42.0
3048,3,18,2024-09-12,BUY,22.0,1.0,22.0,22.0
4380,3,18,2024-09-13,SELL,7.0,1.0,7.0,15.0
9070,3,18,2024-11-13,SELL,15.0,1.0,15.0,0.0
11582,3,18,2025-01-08,BUY,14.0,1.0,14.0,14.0
20906,3,18,2025-06-17,BUY,31.0,1.0,31.0,45.0
23039,3,18,2025-07-21,SELL,7.0,1.0,7.0,38.0
37093,3,18,2026-04-15,SELL,11.0,1.0,11.0,27.0
38928,3,18,2026-05-12,SELL,12.0,1.0,12.0,15.0
4292,3,19,2024-09-13,BUY,18.0,1.0,18.0,18.0
8495,3,19,2024-11-01,SELL,11.0,1.0,11.0,7.0
8859,3,19,2024-11-08,BUY,15.0,1.0,15.0,22.0
18318,3,19,2025-04-14,SELL,8.0,1.0,8.0,14.0
19190,3,19,2025-05-05,BUY,8.0,1.0,8.0,22.0
19527,3,19,2025-05-13,BUY,43.0,1.0,43.0,65.0
27523,3,19,2025-10-09,BUY,4.0,1.0,4.0,69.0
28318,3,19,2025-10-24,BUY,25.0,1.0,25.0,94.0
37239,3,19,2026-04-15,SELL,14.0,1.0,14.0,80.0
38380,3,19,2026-05-07,BUY,8.0,1.0,8.0,88.0
38844,3,19,2026-05-11,BUY,24.0,1.0,24.0,112.0
39445,3,19,2026-05-21,BUY,8.0,1.0,8.0,120.0
5318,3,20,2024-09-17,BUY,12.0,1.0,12.0,12.0
10352,3,20,2024-12-12,SELL,12.0,1.0,12.0,0.0
11797,3,20,2025-01-13,BUY,29.0,1.0,29.0,29.0
12575,3,20,2025-01-22,BUY,55.0,1.0,55.0,84.0
12726,3,20,2025-01-22,BUY,16.0,1.0,16.0,100.0
12834,3,20,2025-01-23,SELL,11.0,1.0,11.0,89.0
13308,3,20,2025-01-24,BUY,15.0,1.0,15.0,104.0
14931,3,20,2025-02-14,SELL,42.0,1.0,42.0,62.0
16591,3,20,2025-03-05,SELL,8.0,1.0,8.0,54.0
24157,3,20,2025-09-02,BUY,46.0,1.0,46.0,100.0
26101,3,20,2025-09-17,BUY,47.0,1.0,47.0,147.0
27136,3,20,2025-10-02,SELL,42.0,1.0,42.0,105.0
28904,3,20,2025-11-06,BUY,21.0,1.0,21.0,126.0
30979,3,20,2025-12-24,SELL,44.0,1.0,44.0,82.0
37540,3,20,2026-04-17,SELL,42.0,1.0,42.0,40.0
39983,3,20,2026-06-03,BUY,13.0,1.0,13.0,53.0
40432,3,20,2026-06-16,BUY,19.0,1.0,19.0,72.0
41868,3,20,2026-08-04,SELL,16.0,1.0,16.0,56.0
12023,3,21,2025-01-16,BUY,73.0,1.0,73.0,73.0
12641,3,21,2025-01-22,BUY,25.0,1.0,25.0,98.0
13019,3,21,2025-01-23,SELL,17.0,1.0,17.0,81.0
20684,3,21,2025-06-11,SELL,62.0,1.0,62.0,19.0
23027,3,21,2025-07-21,SELL,15.0,1.0,15.0,4.0
24506,3,21,2025-09-09,SELL,4.0,1.0,4.0,0.0
25584,3,21,2025-09-15,BUY,28.0,1.0,28.0,28.0
33057,3,21,2026-01-30,BUY,11.0,1.0,11.0,39.0
33880,3,21,2026-02-17,BUY,47.0,1.0,47.0,86.0
36580,3,21,2026-04-10,BUY,4.0,1.0,4.0,90.0
39882,3,21,2026-06-02,BUY,8.0,1.0,8.0,98.0
5458,3,22,2024-09-17,BUY,18.0,1.0,18.0,18.0
9608,3,22,2024-11-26,BUY,32.0,1.0,32.0,50.0
15605,3,22,2025-02-26,BUY,28.0,1.0,28.0,78.0
18639,3,22,2025-04-22,BUY,27.0,1.0,27.0,105.0
21592,3,22,2025-06-30,BUY,75.0,1.0,75.0,180.0
22937,3,22,2025-07-17,BUY,32.0,1.0,32.0,212.0
32673,3,22,2026-01-23,SELL,20.0,1.0,20.0,192.0
33718,3,22,2026-02-12,SELL,17.0,1.0,17.0,175.0
2118,3,23,2024-09-11,BUY,67.0,1.0,67.0,67.0
4459,3,23,2024-09-13,BUY,6.0,1.0,6.0,73.0
7230,3,23,2024-10-22,SELL,17.0,1.0,17.0,56.0
11230,3,23,2025-01-02,BUY,11.0,1.0,11.0,67.0
21308,3,23,2025-06-26,BUY,18.0,1.0,18.0,85.0
27321,3,23,2025-10-07,SELL,8.0,1.0,8.0,77.0
37241,3,23,2026-04-15,BUY,20.0,1.0,20.0,97.0
39758,3,23,2026-05-28,SELL,11.0,1.0,11.0,86.0
360,3,24,2024-08-19,BUY,36.0,1.0,36.0,36.0
4078,3,24,2024-09-13,BUY,15.0,1.0,15.0,51.0
7858,3,24,2024-10-25,BUY,16.0,1.0,16.0,67.0
9060,3,24,2024-11-13,BUY,36.0,1.0,36.0,103.0
15907,3,24,2025-02-27,SELL,26.0,1.0,26.0,77.0
20912,3,24,2025-06-17,BUY,17.0,1.0,17.0,94.0
23847,3,24,2025-08-21,BUY,24.0,1.0,24.0,118.0
31257,3,24,2025-12-31,BUY,10.0,1.0,10.0,128.0
32613,3,24,2026-01-22,BUY,62.0,1.0,62.0,190.0
34243,3,24,2026-02-24,SELL,60.0,1.0,60.0,130.0
34683,3,24,2026-03-05,BUY,23.0,1.0,23.0,153.0
36442,3,24,2026-04-09,BUY,18.0,1.0,18.0,171.0
38175,3,24,2026-05-01,BUY,24.0,1.0,24.0,195.0
41712,3,24,2026-07-28,SELL,16.0,1.0,16.0,179.0
12545,3,25,2025-01-22,BUY,6.0,1.0,6.0,6.0
17730,3,25,2025-03-31,SELL,6.0,1.0,6.0,0.0
20787,3,25,2025-06-13,BUY,30.0,1.0,30.0,30.0
26426,3,25,2025-09-18,SELL,13.0,1.0,13.0,17.0
33748,3,25,2026-02-13,BUY,14.0,1.0,14.0,31.0
36265,3,25,2026-04-09,SELL,16.0,1.0,16.0,15.0
40627,3,25,2026-06-22,BUY,28.0,1.0,28.0,43.0
3424,3,26,2024-09-12,BUY,46.0,0.5,23.0,23.0
9254,3,26,2024-11-18,BUY,19.0,0.5,9.5,32.5
17036,3,26,2025-03-14,BUY,25.0,0.5,12.5,45.0
21701,3,26,2025-06-30,BUY,3.0,0.5,1.5,46.5
22843,3,26,2025-07-14,BUY,17.0,0.5,8.5,55.0
25987,3,26,2025-09-17,BUY,6.0,1.0,6.0,61.0
26722,3,26,2025-09-24,BUY,20.0,1.0,20.0,81.0
27257,3,26,2025-10-06,BUY,14.0,1.0,14.0,95.0
28275,3,26,2025-10-24,BUY,12.0,1.0,12.0,107.0
29239,3,26,2025-11-13,BUY,11.0,1.0,11.0,118.0
36335,3,26,2026-04-09,SELL,43.0,1.0,43.0,75.0
39368,3,26,2026-05-19,BUY,23.0,1.0,23.0,98.0
40801,3,26,2026-06-25,SELL,46.0,1.0,46.0,52.0
2979,3,27,2024-09-11,BUY,15.0,1.0,15.0,15.0
5072,3,27,2024-09-16,SELL,15.0,1.0,15.0,0.0
5533,3,27,2024-09-18,BUY,7.0,1.0,7.0,7.0
6813,3,27,2024-10-14,BUY,55.0,1.0,55.0,62.0
11445,3,27,2025-01-07,SELL,44.0,1.0,44.0,18.0
13070,3,27,2025-01-23,BUY,43.0,1.0,43.0,61.0
15392,3,27,2025-02-25,BUY,8.0,1.0,8.0,69.0
18711,3,27,2025-04-23,SELL,6.0,1.0,6.0,63.0
21288,3,27,2025-06-26,BUY,16.0,1.0,16.0,79.0
25206,3,27,2025-09-12,BUY,23.0,1.0,23.0,102.0
28669,3,27,2025-10-31,BUY,12.0,1.0,12.0,114.0
28709,3,27,2025-11-03,SELL,12.0,1.0,12.0,102.0
39069,3,27,2026-05-12,BUY,17.0,1.0,17.0,119.0
4197,3,28,2024-09-13,BUY,19.0,1.0,19.0,19.0
10363,3,28,2024-12-12,BUY,21.0,1.0,21.0,40.0
14234,3,28,2025-01-31,BUY,30.0,1.0,30.0,70.0
20031,3,28,2025-05-26,SELL,50.0,1.0,50.0,20.0
24929,3,28,2025-09-11,BUY,27.0,1.0,27.0,47.0
36628,3,28,2026-04-10,SELL,47.0,1.0,47.0,0.0
39715,3,28,2026-05-27,BUY,15.0,1.0,15.0,15.0
14736,3,29,2025-02-11,BUY,32.0,1.0,32.0,32.0
25461,3,29,2025-09-15,BUY,16.0,1.0,16.0,48.0
27824,3,29,2025-10-16,SELL,29.0,1.0,29.0,19.0
31580,3,29,2026-01-06,SELL,19.0,1.0,19.0,0.0
33905,3,29,2026-02-17,BUY,19.0,1.0,19.0,19.0
36833,3,29,2026-04-13,SELL,9.0,1.0,9.0,10.0
37444,3,29,2026-04-16,BUY,20.0,1.0,20.0,30.0
39199,3,29,2026-05-14,BUY,25.0,1.0,25.0,55.0
20,3,30,2024-08-05,BUY,33.0,1.0,33.0,33.0
8217,3,30,2024-10-28,BUY,22.0,1.0,22.0,55.0
8401,3,30,2024-10-30,SELL,21.0,1.0,21.0,34.0
13516,3,30,2025-01-27,SELL,34.0,1.0,34.0,0.0
15252,3,30,2025-02-20,BUY,9.0,1.0,9.0,9.0
19678,3,30,2025-05-16,BUY,14.0,1.0,14.0,23.0
23698,3,30,2025-08-15,BUY,16.0,1.0,16.0,39.0
24459,3,30,2025-09-08,BUY,11.0,1.0,11.0,50.0
25587,3,30,2025-09-15,SELL,41.0,1.0,41.0,9.0
26573,3,30,2025-09-22,BUY,35.0,1.0,35.0,44.0
29085,3,30,2025-11-11,BUY,21.0,1.0,21.0,65.0
37171,3,30,2026-04-15,SELL,28.0,1.0,28.0,37.0
37296,3,30,2026-04-15,SELL,30.0,1.0,30.0,7.0
38066,3,30,2026-04-29,BUY,28.0,1.0,28.0,35.0
1264,3,31,2024-09-06,BUY,19.0,1.0,19.0,19.0
1512,3,31,2024-09-09,BUY,45.0,1.0,45.0,64.0
2155,3,31,2024-09-11,SELL,12.0,1.0,12.0,52.0
2426,3,31,2024-09-11,BUY,19.0,1.0,19.0,71.0
6675,3,31,2024-10-10,BUY,36.0,1.0,36.0,107.0
8609,3,31,2024-11-05,SELL,16.0,1.0,16.0,91.0
10342,3,31,2024-12-12,SELL,33.0,1.0,33.0,58.0
12716,3,31,2025-01-22,SELL,28.0,1.0,28.0,30.0
15809,3,31,2025-02-27,BUY,22.0,1.0,22.0,52.0
16242,3,31,2025-03-03,SELL,16.0,1.0,16.0,36.0
16607,3,31,2025-03-05,BUY,8.0,1.0,8.0,44.0
21120,3,31,2025-06-23,BUY,19.0,1.0,19.0,63.0
21778,3,31,2025-07-01,BUY,11.0,1.0,11.0,74.0
35072,3,31,2026-03-13,SELL,25.0,1.0,25.0,49.0
37773,3,31,2026-04-23,BUY,15.0,1.0,15.0,64.0
41097,3,31,2026-07-06,SELL,7.0,1.0,7.0,57.0
41175,3,31,2026-07-08,BUY,26.0,1.0,26.0,83.0
1521,3,32,2024-09-09,BUY,17.0,1.0,17.0,17.0
4895,3,32,2024-09-13,BUY,35.0,1.0,35.0,52.0
6702,3,32,2024-10-10,SELL,31.0,1.0,31.0,21.0
7613,3,32,2024-10-24,SELL,16.0,1.0,16.0,5.0
11044,3,32,2024-12-31,BUY,16.0,1.0,16.0,21.0
13952,3,32,2025-01-29,BUY,23.0,1.0,23.0,44.0
19659,3,32,2025-05-15,BUY,18.0,1.0,18.0,62.0
20032,3,32,2025-05-26,SELL,25.0,1.0,25.0,37.0
25465,3,32,2025-09-15,BUY,10.0,1.0,10.0,47.0
26653,3,32,2025-09-23,BUY,35.0,1.0,35.0,82.0
35392,3,32,2026-03-20,BUY,23.0,1.0,23.0,105.0
38097,3,32,2026-04-30,SELL,20.0,1.0,20.0,85.0
38594,3,32,2026-05-08,BUY,54.0,1.0,54.0,139.0
640,3,33,2024-08-29,BUY,30.0,1.0,30.0,30.0
1474,3,33,2024-09-09,BUY,14.0,1.0,14.0,44.0
5041,3,33,2024-09-16,SELL,20.0,1.0,20.0,24.0
6989,3,33,2024-10-16,BUY,9.0,1.0,9.0,33.0
7164,3,33,2024-10-21,BUY,18.0,1.0,18.0,51.0
9977,3,33,2024-12-04,SELL,34.0,1.0,34.0,17.0
13076,3,33,2025-01-24,SELL,17.0,1.0,17.0,0.0
16513,3,33,2025-03-04,BUY,28.0,1.0,28.0,28.0
27215,3,33,2025-10-03,SELL,27.0,1.0,27.0,1.0
29512,3,33,2025-11-19,BUY,24.0,1.0,24.0,25.0
34190,3,33,2026-02-23,SELL,25.0,1.0,25.0,0.0
38945,3,33,2026-05-12,BUY,28.0,1.0,28.0,28.0
39951,3,33,2026-06-03,SELL,16.0,1.0,16.0,12.0
6061,3,34,2024-09-30,BUY,20.0,0.25,5.0,5.0
6718,3,34,2024-10-11,BUY,19.0,0.25,4.75,9.75
7276,3,34,2024-10-22,SELL,11.0,0.25,2.75,7.0
9619,3,34,2024-11-26,SELL,9.0,0.25,2.25,4.75
12567,3,34,2025-01-22,BUY,11.0,0.25,2.75,7.5
13543,3,34,2025-01-27,BUY,33.0,0.25,8.25,15.75
16809,3,34,2025-03-11,BUY,43.0,0.25,10.75,26.5
18057,3,34,2025-04-08,BUY,14.0,0.25,3.5,30.0
19122,3,34,2025-05-02,BUY,21.0,0.25,5.25,35.25
23694,3,34,2025-08-15,BUY,14.0,0.25,3.5,38.75
26710,3,34,2025-09-24,SELL,12.0,0.25,3.0,35.75
26976,3,34,2025-09-30,BUY,29.0,0.25,7.25,43.0
27055,3,34,2025-10-01,BUY,54.0,0.25,13.5,56.5
28005,3,34,2025-10-20,SELL,19.0,0.25,4.75,51.75
32704,3,34,2026-01-26,BUY,32.0,0.25,8.0,59.75
34835,3,34,2026-03-09,BUY,41.0,0.25,10.25,70.0
37951,3,34,2026-04-28,BUY,14.0,0.5,7.0,77.0
41317,3,34,2026-07-14,SELL,14.0,1.0,14.0,63.0
518,3,35,2024-08-26,BUY,6.0,1.0,6.0,6.0
543,3,35,2024-08-27,BUY,6.0,1.0,6.0,12.0
1287,3,35,2024-09-06,BUY,12.0,1.0,12.0,24.0
3362,3,35,2024-09-12,BUY,21.0,1.0,21.0,45.0
8448,3,35,2024-10-31,SELL,33.0,1.0,33.0,12.0
27941,3,35,2025-10-17,BUY,28.0,1.0,28.0,40.0
35185,3,35,2026-03-17,BUY,28.0,1.0,28.0,68.0
36651,3,35,2026-04-10,SELL,24.0,1.0,24.0,44.0
40080,3,35,2026-06-05,BUY,17.0,1.0,17.0,61.0
40344,3,35,2026-06-12,BUY,63.0,1.0,63.0,124.0
106,3,36,2024-08-08,BUY,18.0,1.5,27.0,27.0
1315,3,36,2024-09-06,BUY,6.0,1.5,9.0,36.0
5177,3,36,2024-09-16,SELL,16.0,1.5,24.0,12.0
9033,3,36,2024-11-13,SELL,8.0,1.5,12.0,0.0
11059,3,36,2024-12-31,BUY,13.0,1.5,19.5,19.5
13196,3,36,2025-01-24,BUY,32.0,1.5,48.0,67.5
19063,3,36,2025-05-01,BUY,44.0,1.5,66.0,133.5
23532,3,36,2025-08-08,BUY,22.0,1.0,22.0,155.5
27081,3,36,2025-10-01,SELL,14.0,1.0,14.0,141.5
29489,3,36,2025-11-19,SELL,28.0,1.0,28.0,113.5
31569,3,36,2026-01-06,BUY,10.0,1.0,10.0,123.5
36428,3,36,2026-04-09,BUY,31.0,1.0,31.0,154.5
1906,3,37,2024-09-10,BUY,10.0,1.0,10.0,10.0
4088,3,37,2024-09-13,SELL,10.0,1.0,10.0,0.0
4215,3,37,2024-09-13,BUY,26.0,1.0,26.0,26.0
4487,3,37,2024-09-13,SELL,26.0,1.0,26.0,0.0
4836,3,37,2024-09-13,BUY,14.0,1.0,14.0,14.0
5671,3,37,2024-09-20,BUY,14.0,1.0,14.0,28.0
10006,3,37,2024-12-04,SELL,28.0,1.0,28.0,0.0
10721,3,37,2024-12-23,BUY,2.0,1.0,2.0,2.0
19803,3,37,2025-05-20,BUY,14.0,1.0,14.0,16.0
20996,3,37,2025-06-19,BUY,37.0,1.0,37.0,53.0
22235,3,37,2025-07-04,BUY,12.0,1.0,12.0,65.0
24036,3,37,2025-08-29,BUY,46.0,1.0,46.0,111.0
27209,3,37,2025-10-03,BUY,25.0,1.0,25.0,136.0
29683,3,37,2025-11-21,SELL,45.0,1.0,45.0,91.0
30593,3,37,2025-12-15,SELL,22.0,1.0,22.0,69.0
31834,3,37,2026-01-09,BUY,18.0,1.0,18.0,87.0
33607,3,37,2026-02-11,BUY,13.0,1.0,13.0,100.0
39709,3,37,2026-05-27,SELL,8.0,1.0,8.0,92.0
39889,3,37,2026-06-02,SELL,10.0,1.0,10.0,82.0
11057,3,38,2024-12-31,BUY,50.0,1.0,50.0,50.0
17176,3,38,2025-03-18,SELL,22.0,1.0,22.0,28.0
19650,3,38,2025-05-15,BUY,40.0,1.0,40.0,68.0
29255,3,38,2025-11-13,BUY,59.0,1.0,59.0,127.0
29613,3,38,2025-11-20,SELL,3.0,1.0,3.0,124.0
39185,3,38,2026-05-14,BUY,23.0,1.0,23.0,147.0
6570,3,39,2024-10-09,BUY,17.0,1.0,17.0,17.0
15220,3,39,2025-02-20,BUY,12.0,1.0,12.0,29.0
16547,3,39,2025-03-04,SELL,5.0,1.0,5.0,24.0
18147,3,39,2025-04-09,BUY,15.0,1.0,15.0,39.0
20217,3,39,2025-05-29,BUY,25.0,1.0,25.0,64.0
31197,3,39,2025-12-30,BUY,22.0,1.0,22.0,86.0
33697,3,39,2026-02-12,SELL,22.0,1.0,22.0,64.0
40087,3,39,2026-06-05,SELL,18.0,1.0,18.0,46.0
7003,3,40,2024-10-17,BUY,24.0,1.5,36.0,36.0
7597,3,40,2024-10-24,SELL,14.0,1.5,21.0,15.0
15167,3,40,2025-02-19,BUY,21.0,1.5,31.5,46.5
16441,3,40,2025-03-04,SELL,31.0,1.5,46.5,0.0
21276,3,40,2025-06-26,BUY,7.0,1.5,10.5,10.5
34846,3,40,2026-03-09,BUY,37.0,1.0,37.0,47.5
1809,4,1,2024-09-10,BUY,41.0,1.0,41.0,41.0
2690,4,1,2024-09-11,SELL,41.0,1.0,41.0,0.0
3012,4,1,2024-09-12,BUY,16.0,1.0,16.0,16.0
3892,4,1,2024-09-12,BUY,136.0,1.0,136.0,152.0
3974,4,1,2024-09-12,SELL,28.0,1.0,28.0,124.0
5183,4,1,2024-09-16,BUY,191.0,1.0,191.0,315.0
10427,4,1,2024-12-16,SELL,208.0,1.0,208.0,107.0
11325,4,1,2025-01-03,SELL,69.0,1.0,69.0,38.0
15703,4,1,2025-02-27,BUY,313.0,1.0,313.0,351.0
17326,4,1,2025-03-21,BUY,349.0,1.0,349.0,700.0
17684,4,1,2025-03-28,SELL,110.0,1.0,110.0,590.0
18965,4,1,2025-04-29,BUY,126.0,1.0,126.0,716.0
19424,4,1,2025-05-09,SELL,129.0,1.0,129.0,587.0
20158,4,1,2025-05-28,SELL,96.0,1.0,96.0,491.0
24178,4,1,2025-09-02,SELL,87.0,1.0,87.0,404.0
24966,4,1,2025-09-11,BUY,111.0,1.0,111.0,515.0
25302,4,1,2025-09-12,SELL,129.0,1.0,129.0,386.0
25424,4,1,2025-09-15,BUY,287.0,1.0,287.0,673.0
25749,4,1,2025-09-16,BUY,89.0,1.0,89.0,762.0
26439,4,1,2025-09-18,BUY,103.0,1.0,103.0,865.0
26666,4,1,2025-09-23,SELL,287.0,1.0,287.0,578.0
27012,4,1,2025-09-30,BUY,140.0,1.0,140.0,718.0
28229,4,1,2025-10-23,SELL,84.0,1.0,84.0,634.0
29848,4,1,2025-11-26,BUY,191.0,1.0,191.0,825.0
31084,4,1,2025-12-26,BUY,130.0,1.0,130.0,955.0
33953,4,1,2026-02-18,BUY,118.0,1.0,118.0,1073.0
34338,4,1,2026-02-25,SELL,33.0,1.0,33.0,1040.0
34834,4,1,2026-03-09,BUY,32.0,1.0,32.0,1072.0
36878,4,1,2026-04-14,SELL,139.0,1.0,139.0,933.0
37491,4,1,2026-04-16,BUY,97.0,1.0,97.0,1030.0
37717,4,1,2026-04-22,BUY,349.0,1.0,349.0,1379.0
37827,4,1,2026-04-23,BUY,45.0,1.0,45.0,1424.0
37828,4,1,2026-04-23,BUY,101.0,1.0,101.0,1525.0
38497,4,1,2026-05-07,BUY,45.0,1.0,45.0,1570.0
38919,4,1,2026-05-12,SELL,49.0,1.0,49.0,1521.0
40787,4,1,2026-06-25,BUY,210.0,1.0,210.0,1731.0
41619,4,1,2026-07-24,BUY,234.0,1.0,234.0,1965.0
41952,4,1,2026-08-06,BUY,230.0,1.0,230.0,2195.0
2292,4,2,2024-09-11,BUY,102.0,1.0,102.0,102.0
4207,4,2,2024-09-13,SELL,28.0,1.0,28.0,74.0
4316,4,2,2024-09-13,BUY,208.0,1.0,208.0,282.0
5090,4,2,2024-09-16,BUY,84.0,1.0,84.0,366.0
6766,4,2,2024-10-11,BUY,169.0,1.0,169.0,535.0
7590,4,2,2024-10-24,BUY,20.0,1.0,20.0,555.0
8724,4,2,2024-11-06,SELL,51.0,1.0,51.0,504.0
9350,4,2,2024-11-20,BUY,400.0,1.0,400.0,904.0
9655,4,2,2024-11-26,BUY,210.0,1.0,210.0,1114.0
11482,4,2,2025-01-07,BUY,59.0,1.0,59.0,1173.0
13239,4,2,2025-01-24,BUY,123.0,1.0,123.0,1296.0
15919,4,2,2025-02-27,BUY,112.0,1.0,112.0,1408.0
16846,4,2,2025-03-11,SELL,63.0,1.0,63.0,1345.0
18106,4,2,2025-04-09,BUY,114.0,1.0,114.0,1459.0
19492,4,2,2025-05-12,BUY,76.0,1.0,76.0,1535.0
21738,4,2,2025-06-30,BUY,114.0,1.0,114.0,1649.0
24515,4,2,2025-09-09,BUY,55.0,1.0,55.0,1704.0
25047,4,2,2025-09-11,BUY,296.0,1.0,296.0,2000.0
25825,4,2,2025-09-16,BUY,98.0,1.0,98.0,2098.0
26485,4,2,2025-09-19,SELL,148.0,1.0,148.0,1950.0
27237,4,2,2025-10-03,BUY,32.0,1.0,32.0,1982.0
27415,4,2,2025-10-08,BUY,55.0,1.0,55.0,2037.0
27794,4,2,2025-10-15,BUY,43.0,1.0,43.0,2080.0
34738,4,2,2026-03-05,SELL,169.0,1.0,169.0,1911.0
35086,4,2,2026-03-13,SELL,325.0,1.0,325.0,1586.0
35975,4,2,2026-04-02,BUY,193.0,1.0,193.0,1779.0
39592,4,2,2026-05-25,SELL,42.0,1.0,42.0,1737.0
40314,4,2,2026-06-12,SELL,54.0,1.0,54.0,1683.0
40934,4,2,2026-06-30,SELL,179.0,1.0,179.0,1504.0
41111,4,2,2026-07-06,BUY,392.0,1.0,392.0,1896.0
51,4,3,2024-08-06,BUY,34.0,1.0,34.0,34.0
86,4,3,2024-08-07,BUY,171.0,1.0,171.0,205.0
122,4,3,2024-08-08,SELL,52.0,1.0,52.0,153.0
404,4,3,2024-08-20,BUY,389.0,1.0,389.0,542.0
980,4,3,2024-09-05,BUY,107.0,1.0,107.0,649.0
1123,4,3,2024-09-05,SELL,33.0,1.0,33.0,616.0
1249,4,3,2024-09-06,BUY,271.0,1.0,271.0,887.0
1308,4,3,2024-09-06,BUY,44.0,1.0,44.0,931.0
1879,4,3,2024-09-10,SELL,291.0,1.0,291.0,640.0
1897,4,3,2024-09-10,BUY,52.0,1.0,52.0,692.0
2080,4,3,2024-09-11,BUY,83.0,1.0,83.0,775.0
2340,4,3,2024-09-11,SELL,302.0,1.0,302.0,473.0
2872,4,3,2024-09-11,SELL,174.0,1.0,174.0,299.0
2912,4,3,2024-09-11,BUY,351.0,1.0,351.0,650.0
3036,4,3,2024-09-12,BUY,93.0,1.0,93.0,743.0
3431,4,3,2024-09-12,BUY,36.0,1.0,36.0,779.0
3573,4,3,2024-09-12,BUY,46.0,1.0,46.0,825.0
3787,4,3,2024-09-12,BUY,75.0,1.0,75.0,900.0
4082,4,3,2024-09-13,BUY,63.0,1.0,63.0,963.0
4305,4,3,2024-09-13,BUY,212.0,1.0,212.0,1175.0
4636,4,3,2024-09-13,SELL,170.0,1.0,170.0,1005.0
4666,4,3,2024-09-13,SELL,161.0,1.0,161.0,844.0
4781,4,3,2024-09-13,BUY,54.0,1.0,54.0,898.0
4959,4,3,2024-09-13,BUY,274.0,1.0,274.0,1172.0
5015,4,3,2024-09-16,BUY,75.0,1.0,75.0,1247.0
5062,4,3,2024-09-16,SELL,20.0,1.0,20.0,1227.0
5417,4,3,2024-09-17,BUY,120.0,1.0,120.0,1347.0
5459,4,3,2024-09-17,BUY,19.0,1.0,19.0,1366.0
5650,4,3,2024-09-20,SELL,152.0,1.0,152.0,1214.0
5682,4,3,2024-09-20,SELL,89.0,1.0,89.0,1125.0
5687,4,3,2024-09-20,BUY,96.0,1.0,96.0,1221.0
5795,4,3,2024-09-24,BUY,23.0,1.0,23.0,1244.0
5858,4,3,2024-09-25,SELL,69.0,1.0,69.0,1175.0
6026,4,3,2024-09-27,BUY,201.0,1.0,201.0,1376.0
6067,4,3,2024-09-30,BUY,114.0,1.0,114.0,1490.0
6069,4,3,2024-09-30,SELL,148.0,1.0,148.0,1342.0
6159,4,3,2024-10-01,SELL,117.0,1.0,117.0,1225.0
6197,4,3,2024-10-02,BUY,95.0,1.0,95.0,1320.0
6322,4,3,2024-10-03,BUY,51.0,1.0,51.0,1371.0
6536,4,3,2024-10-08,BUY,41.0,1.0,41.0,1412.0
6597,4,3,2024-10-09,SELL,53.0,1.0,53.0,1359.0
6644,4,3,2024-10-10,BUY,176.0,1.0,176.0,1535.0
6752,4,3,2024-10-11,BUY,32.0,1.0,32.0,1567.0
6773,4,3,2024-10-11,SELL,19.0,1.0,19.0,1548.0
6888,4,3,2024-10-15,BUY,77.0,1.0,77.0,1625.0
7097,4,3,2024-10-18,BUY,218.0,1.0,218.0,1843.0
7292,4,3,2024-10-23,SELL,45.0,1.0,45.0,1798.0
7332,4,3,2024-10-23,BUY,91.0,1.0,91.0,1889.0
7495,4,3,2024-10-23,BUY,300.0,1.0,300.0,2189.0
7545,4,3,2024-10-24,SELL,27.0,1.0,27.0,2162.0
7795,4,3,2024-10-24,BUY,117.0,1.0,117.0,2279.0
7866,4,3,2024-10-25,BUY,54.0,1.0,54.0,2333.0
7955,4,3,2024-10-25,BUY,310.0,1.0,310.0,2643.0
8358,4,3,2024-10-30,BUY,70.0,1.0,70.0,2713.0
8514,4,3,2024-11-01,BUY,247.0,1.0,247.0,2960.0
8586,4,3,2024-11-04,BUY,195.0,1.0,195.0,3155.0
8808,4,3,2024-11-07,BUY,209.0,1.0,209.0,3364.0
8846,4,3,2024-11-08,BUY,63.0,1.0,63.0,3427.0
8966,4,3,2024-11-12,SELL,85.0,1.0,85.0,3342.0
9381,4,3,2024-11-20,BUY,60.0,1.0,60.0,3402.0
9442,4,3,2024-11-21,BUY,84.0,1.0,84.0,3486.0
9599,4,3,2024-11-26,BUY,121.0,1.0,121.0,3607.0
9711,4,3,2024-11-27,BUY,641.0,1.0,641.0,4248.0
10268,4,3,2024-12-11,BUY,21.0,1.0,21.0,4269.0
10922,4,3,2024-12-26,BUY,55.0,1.0,55.0,4324.0
11096,4,3,2025-01-01,SELL,186.0,1.0,186.0,4138.0
11438,4,3,2025-01-07,BUY,163.0,1.0,163.0,4301.0
11444,4,3,2025-01-07,SELL,74.0,1.0,74.0,4227.0
11672,4,3,2025-01-09,SELL,142.0,1.0,142.0,4085.0
11717,4,3,2025-01-10,BUY,131.0,1.0,131.0,4216.0
11965,4,3,2025-01-15,BUY,27.0,1.0,27.0,4243.0
